	ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount	RoleType	RoleName
9034	83460																		biological role	marine xenobiotic metabolite
9035	83461																		biological role	marine xenobiotic metabolite
9036	83463																		biological role	marine xenobiotic metabolite
9037	83464																		biological role	marine xenobiotic metabolite
9038	83466																		biological role	marine xenobiotic metabolite
9039	83467																		biological role	marine xenobiotic metabolite
9040	83468																		biological role	marine xenobiotic metabolite
9041	83470																		biological role	marine xenobiotic metabolite
9042	83471																		biological role	marine xenobiotic metabolite
9043	83473																		biological role	marine xenobiotic metabolite
9044	83475																		biological role	marine xenobiotic metabolite
9045	83476																		biological role	marine xenobiotic metabolite
9046	83477																		biological role	marine xenobiotic metabolite
9047	83479																		biological role	marine xenobiotic metabolite
9048	83480																		biological role	marine xenobiotic metabolite
9049	83482																		biological role	marine xenobiotic metabolite
9050	83483																		biological role	marine xenobiotic metabolite
9051	83484																		biological role	marine xenobiotic metabolite
9052	83485																		biological role	marine xenobiotic metabolite
9053	83486																		biological role	marine xenobiotic metabolite
9054	83487																		biological role	marine xenobiotic metabolite
9055	83488																		biological role	marine xenobiotic metabolite
9056	83489																		biological role	marine xenobiotic metabolite
9057	83490																		biological role	marine xenobiotic metabolite
9058	83496																		biological role	marine xenobiotic metabolite
9059	83509																		biological role	marine xenobiotic metabolite
9060	83510																		biological role	marine xenobiotic metabolite
9061	83511																		biological role	marine xenobiotic metabolite
9062	83512																		biological role	marine xenobiotic metabolite
9063	83514																		biological role	marine xenobiotic metabolite
9064	62527																		biological role	marine xenobiotic metabolite
9065	83515																		biological role	marine xenobiotic metabolite
9066	83519																		biological role	marine xenobiotic metabolite
9067	83520																		biological role	marine xenobiotic metabolite
9068	83522																		biological role	marine xenobiotic metabolite
9069	83533																		biological role	marine xenobiotic metabolite
9070	83538																		biological role	marine xenobiotic metabolite
9071	83542																		biological role	marine xenobiotic metabolite
9072	83543																		biological role	marine xenobiotic metabolite
9073	83544																		biological role	marine xenobiotic metabolite
9074	87988																		biological role	marine xenobiotic metabolite
9075	132173																		biological role	marine xenobiotic metabolite
9076	133073																		biological role	marine xenobiotic metabolite
9077	83605																		biological role	hepatic steatosis inducing agent
9078	83650																		biological role	EC 3.1.3.16 (phosphoprotein phosphatase) inhibitor
9079	80535																		biological role	crustacean metabolite
9080	84086																		biological role	human urinary metabolite
9081	84085																		biological role	human urinary metabolite
9082	84088																		biological role	human urinary metabolite
9083	84093																		biological role	human urinary metabolite
9084	84094																		biological role	human urinary metabolite
9085	84100																		biological role	human urinary metabolite
9086	84101																		biological role	human urinary metabolite
9087	84102																		biological role	human urinary metabolite
